식품명,식품대분류명,에너지(kcal),단백질(g),당류(g),포화지방산(g),나트륨(mg),식이섬유(g),score_energy,score_sugar,score_satfat,score_sodium,food_group_score,kfni_total_score,kfni_grade
무나물,나물·숙채류,19,0.3,0.68,0.18,222.0,0.5,0,0,0,1,1,2,A
부추나물,나물·숙채류,18,1.2,0.89,0.15,137.0,1.6,0,0,0,0,1,1,A
비름나물_간장,나물·숙채류,24,1.7,0.22,0.17,190.0,2.1,0,0,0,1,1,2,A
소고기전골_간편조리세트_파빌리온 얼큰 소고기 전골,찌개 및 전골류,73,4.4,0.66,1.06,364.0,1.4,0,0,0,2,2,4,A
비름나물_고추장,나물·숙채류,64,4.0,1.46,0.43,701.0,5.4,0,0,0,3,1,4,A
비름나물_된장,나물·숙채류,28,2.2,0.45,0.16,196.0,2.6,0,0,0,1,1,2,A
쑥갓나물,나물·숙채류,19,1.3,0.1,0.14,275.0,1.5,0,0,0,1,1,2,A
쑥갓나물_두부,나물·숙채류,33,3.1,0.03,0.22,187.0,1.9,0,0,0,1,1,2,A
쑥갓나물_소금,나물·숙채류,26,1.8,0.08,0.17,520.0,2.3,0,0,0,3,1,4,A
애호박나물,나물·숙채류,37,1.3,2.64,0.21,162.0,2.2,0,0,0,0,1,1,A
얼갈이 겉절이,생채·무침류,25,1.14,1.62,0.12,229.0,2.1,0,0,0,1,1,2,A
양장피,생채·무침류,81,10.7,3.15,0.46,362.0,1.8,0,0,0,2,1,3,A
샐러드_옥수수,생채·무침류,131,1.32,4.09,1.27,170.0,1.1,1,1,0,0,1,3,A
샐러드_마카로니,생채·무침류,140,2.37,2.72,1.24,124.0,0.8,1,0,0,0,1,2,A
상추 겉절이,생채·무침류,21,0.9,1.59,0.11,127.0,1.3,0,0,0,0,1,1,A
상추 겉절이,생채·무침류,21,0.89,1.59,0.11,123.0,1.3,0,0,0,0,1,1,A
방풍나물_고추장,나물·숙채류,37,1.5,1.55,0.15,143.0,2.7,0,0,0,0,1,1,A
모듬배추나물_된장,나물·숙채류,33,1.7,1.68,0.2,270.0,2.2,0,0,0,1,1,2,A
콩나물 느타리무침,생채·무침류,46,3.1,0.59,0.44,193.0,2.0,0,0,0,1,1,2,A
머위나물_소금,나물·숙채류,31,2.2,0.19,0.24,721.0,2.2,0,0,0,3,1,4,A
참치 샐러드,생채·무침류,200,10.8,1.96,2.03,151.0,0.8,1,0,1,0,1,3,A
참나물 무침_된장,생채·무침류,15,0.7,0.14,0.11,99.0,1.0,0,0,0,0,1,1,A
볶음밥_새우,밥류,91,3.1,0.63,0.22,62.0,0.9,0,0,0,0,2,2,A
짜사이무침,생채·무침류,43,0.4,2.8,0.46,947.0,0.9,0,0,0,3,1,4,A
순두부찌개_간편조리세트_강릉식 짬뽕 순두부,찌개 및 전골류,42,3.78,1.04,0.27,375.0,1.1,0,0,0,2,2,4,A
유채무침,생채·무침류,60,3.4,6.2,0.12,227.0,3.0,0,1,0,1,1,3,A
옥수수샐러드_햄,생채·무침류,190,7.7,1.98,2.44,214.0,2.3,1,0,1,1,1,4,A
옥수수샐러드,생채·무침류,129,1.3,4.09,1.2,171.0,1.2,1,1,0,0,1,3,A
오이고추 된장무침,생채·무침류,32,1.4,1.46,0.15,313.0,1.8,0,0,0,1,1,2,A
오이 도라지 생채,생채·무침류,41,1.3,3.71,0.09,220.0,2.0,0,1,0,1,1,3,A
닭튀김 샐러드,생채·무침류,79,3.8,1.0,0.91,102.0,0.8,0,0,0,0,1,1,A
두부냉채,생채·무침류,77,8.7,1.25,0.57,303.0,1.7,0,0,0,1,1,2,A
양배추 초나물,나물·숙채류,65,2.0,5.61,0.43,175.0,2.4,0,1,0,0,1,2,A
비름나물,나물·숙채류,28,1.9,0.86,0.16,148.0,2.3,0,0,0,0,1,1,A
오이무침,생채·무침류,35,1.3,3.18,0.2,3.0,1.2,0,0,0,0,1,1,A
부추무침_채소,생채·무침류,30,1.2,2.31,0.18,205.0,1.9,0,0,0,1,1,2,A
부추무침_양파,생채·무침류,24,1.0,2.11,0.12,168.0,1.8,0,0,0,0,1,1,A
부추무침_부추_채소,생채·무침류,30,1.16,2.31,0.18,190.0,1.9,0,0,0,1,1,2,A
부추무침_부추,생채·무침류,24,1.02,2.11,0.12,156.0,1.8,0,0,0,0,1,1,A
무 북어국,국 및 탕류,27,4.1,0.38,0.18,156.0,0.3,0,0,0,0,2,2,A
대합 미역국,국 및 탕류,7,0.7,0.04,0.03,76.0,0.2,0,0,0,0,2,2,A
두부 된장국,국 및 탕류,26,2.3,0.44,0.15,245.0,1.1,0,0,0,1,2,3,A
두부 된장국_유부,국 및 탕류,25,1.8,0.34,0.21,207.0,0.7,0,0,0,1,2,3,A
두부국,국 및 탕류,19,1.8,0.22,0.14,185.0,0.6,0,0,0,1,2,3,A
메밀묵국,국 및 탕류,65,1.6,1.45,0.21,249.0,1.8,0,0,0,1,2,3,A
멸치 미역국,국 및 탕류,9,1.1,0.0,0.07,375.0,0.4,0,0,0,2,2,4,A
채소죽_달걀,죽 및 스프류,61,1.4,0.36,0.33,83.0,0.5,0,0,0,0,2,2,A
김치찌개_돼지고기,찌개 및 전골류,41,3.74,1.01,0.5,266.0,1.5,0,0,0,1,2,3,A
김치찌개_꽁치,찌개 및 전골류,45,4.1,0.7,0.42,254.0,1.0,0,0,0,1,2,3,A
김치찌개,찌개 및 전골류,19,1.2,0.94,0.08,190.0,1.4,0,0,0,1,2,3,A
고등어찌개,찌개 및 전골류,38,3.5,0.9,0.43,193.0,0.5,0,0,0,1,2,3,A
감자탕,찌개 및 전골류,67,4.66,0.42,0.98,145.0,1.3,0,0,0,0,2,2,A
갈치찌개,찌개 및 전골류,39,3.9,0.74,0.41,313.0,0.6,0,0,0,1,2,3,A
홍합국(홍합탕),국 및 탕류,17,2.8,0.04,0.06,137.0,0.0,0,0,0,0,2,2,A
꽃게탕,찌개 및 전골류,31,4.9,0.95,0.06,309.0,0.7,0,0,0,1,2,3,A
김치찌개_삼겹살,찌개 및 전골류,78,3.5,0.94,2.09,208.0,1.5,0,0,1,1,2,4,A
김치찌개_햄,찌개 및 전골류,44,2.7,1.16,0.52,227.0,1.2,0,0,0,1,2,3,A
소고기전골_간편조리세트_어복쟁반,찌개 및 전골류,37,3.39,0.42,0.19,232.0,0.7,0,0,0,1,2,3,A
부추무침,생채·무침류,42,2.4,3.57,0.21,570.0,3.7,0,0,0,3,1,4,A
배추 겉절이,생채·무침류,30,1.5,1.5,0.2,809.0,2.0,0,0,0,3,1,4,A
미역초무침,생채·무침류,31,1.48,3.32,0.13,406.0,2.6,0,0,0,2,1,3,A
미나리무침_고추장,생채·무침류,20,0.9,1.99,0.08,109.0,1.4,0,0,0,0,1,1,A
미나리무침,생채·무침류,20,1.0,1.4,0.13,173.0,1.6,0,0,0,0,1,1,A
무생채(무만),생채·무침류,30,1.03,2.57,0.09,249.0,1.8,0,0,0,1,1,2,A
붕어찜,찜류,76,4.94,1.47,0.53,359.0,3.9,0,0,0,2,2,4,A
김치찌개_참치,찌개 및 전골류,39,4.69,0.94,0.13,354.0,1.4,0,0,0,2,2,4,A
닭도리탕,조림류,122,9.82,2.82,1.4,277.0,1.5,1,0,0,1,2,4,A
돼지고기_허파,찜류,91,17.27,0.0,1.1,85.0,0.0,0,0,0,0,2,2,A
참치죽,죽 및 스프류,59,2.7,0.4,0.2,155.0,0.5,0,0,0,0,2,2,A
김치찌개_돼지고기_두부,찌개 및 전골류,35,3.3,0.88,0.35,264.0,1.5,0,0,0,1,2,3,A
채소죽,죽 및 스프류,74,1.8,1.36,0.06,135.0,1.4,0,0,0,0,2,2,A
김치찌개_어묵,찌개 및 전골류,43,2.9,0.99,0.27,234.0,1.0,0,0,0,1,2,3,A
천사채무침,생채·무침류,73,3.3,0.65,1.23,248.0,1.3,0,0,0,1,1,2,A
콩나물냉채_오이,생채·무침류,42,2.8,3.36,0.16,153.0,1.5,0,0,0,0,1,1,A
계란 덮밥,밥류,169,5.0,0.81,0.87,105.0,0.8,1,0,0,0,2,3,A
고구마줄기나물,나물·숙채류,22,0.56,0.39,0.17,178.0,1.1,0,0,0,0,1,1,A
소고기 국밥_내장,밥류,62,2.2,0.22,0.24,85.0,0.4,0,0,0,0,2,2,A
아귀찜,찜류,78,12.08,0.17,0.21,352.0,1.6,0,0,0,2,2,4,A
아귀찜_간편조리세트_쫀득쫀득아귀찜,찜류,77,6.68,1.67,0.36,261.0,1.0,0,0,0,1,2,3,A
콩나물잡채,볶음류,103,4.8,1.63,2.24,150.0,1.0,0,0,1,0,3,4,A
가자미조림,조림류,87,12.2,0.82,0.43,345.0,1.1,0,0,0,2,2,4,A
갈치조림_무,조림류,76,7.1,1.68,0.82,297.0,1.1,0,0,0,1,2,3,A
고등어조림_무,조림류,94,8.4,2.02,1.09,310.0,1.1,0,0,0,1,2,3,A
고구마줄기나물_고춧가루,나물·숙채류,27,1.2,0.54,0.12,158.0,2.3,0,0,0,0,1,1,A
고등어조림_배추김치,조림류,105,9.61,2.58,1.24,453.0,2.1,0,0,0,2,2,4,A
고추조림,조림류,40,1.9,1.12,0.1,412.0,2.0,0,0,0,2,2,4,A
고추조림_멸치,조림류,34,3.1,1.03,0.08,398.0,1.3,0,0,0,2,2,4,A
꽁치조림_무,조림류,83,9.1,2.26,0.46,321.0,1.4,0,0,0,1,2,3,A
꽁치조림_배추김치,조림류,88,10.29,2.42,0.46,430.0,2.2,0,0,0,2,2,4,A
꽁치조림_채소,조림류,88,10.59,1.97,0.49,362.0,1.3,0,0,0,2,2,4,A
청국장찌개_간편조리세트_영월식 청국장,찌개 및 전골류,74,6.09,1.4,0.37,382.0,2.0,0,0,0,2,2,4,A
감자조림,조림류,132,2.8,2.3,0.74,323.0,2.9,1,0,0,1,2,4,A
파래볶음,볶음류,61,1.2,0.07,0.89,60.0,1.1,0,0,0,0,3,3,A
해파리냉채,생채·무침류,31,1.5,3.23,0.07,321.0,0.8,0,0,0,1,1,2,A
꼬막찜_참꼬막,찜류,113,15.59,0.0,0.47,293.0,2.2,1,0,0,1,2,4,A
배추나물_된장,나물·숙채류,32,1.72,1.76,0.2,273.0,2.2,0,0,0,1,1,2,A
골뱅이무침_채소,생채·무침류,69,5.98,6.24,0.14,386.0,1.7,0,1,0,2,1,4,A
미나리나물_고추장,나물·숙채류,25,1.2,2.44,0.09,121.0,2.1,0,0,0,0,1,1,A
미나리나물_소금,나물·숙채류,27,1.2,1.16,0.21,366.0,1.7,0,0,0,2,1,3,A
미나리나물_팽이버섯,나물·숙채류,16,0.8,0.86,0.13,168.0,1.3,0,0,0,0,1,1,A
배추나물,나물·숙채류,38,2.2,1.85,0.24,292.0,1.8,0,0,0,1,1,2,A
배추나물_간장_소금,나물·숙채류,18,1.01,0.71,0.11,262.0,1.7,0,0,0,1,1,2,A
숙주나물,나물·숙채류,10,0.9,0.12,0.09,200.0,0.4,0,0,0,1,1,2,A
시금치나물_간장_소금,나물·숙채류,25,1.6,0.95,0.16,217.0,1.7,0,0,0,1,1,2,A
숙주나물_숙주,나물·숙채류,15,1.05,0.04,0.12,168.0,1.0,0,0,0,0,1,1,A
숙주나물_숙주_채소,나물·숙채류,15,0.97,0.27,0.11,175.0,1.0,0,0,0,0,1,1,A
숙주나물_미나리,나물·숙채류,18,1.1,0.4,0.14,164.0,1.2,0,0,0,0,1,1,A
보리밥,밥류,118,2.2,0.03,0.06,2.0,0.7,1,0,0,0,2,3,A
숙주미나리나물,나물·숙채류,18,1.11,0.4,0.14,165.0,1.2,0,0,0,0,1,1,A
시금치나물,나물·숙채류,25,1.6,0.94,0.16,220.0,1.7,0,0,0,1,1,2,A
청국장찌개_간편조리세트_우삼겹 청국장찌개,찌개 및 전골류,80,5.58,0.88,0.84,273.0,1.9,0,0,0,1,2,3,A
청국장찌개_두부_채소,찌개 및 전골류,79,6.32,1.95,0.32,447.0,2.2,0,0,0,2,2,4,A
추어탕,찌개 및 전골류,32,2.27,0.0,0.19,264.0,1.9,0,0,0,1,2,3,A
해물탕_간편조리세트_바다를 품은 해물탕,찌개 및 전골류,33,4.11,0.86,0.11,402.0,0.9,0,0,0,2,2,4,A
풋고추된장무침,생채·무침류,45,1.9,2.16,0.15,390.0,2.7,0,0,0,2,1,3,A
볶음밥_계란,밥류,164,5.8,0.22,0.91,111.0,1.6,1,0,0,0,2,3,A
풋마늘무침,생채·무침류,62,1.8,5.19,0.43,93.0,3.4,0,1,0,0,1,2,A
가오리회무침,생채·무침류,47,4.7,3.54,0.09,164.0,1.3,0,0,0,0,1,1,A
감자샐러드_오이,생채·무침류,104,1.7,0.34,0.88,1010.0,2.1,0,0,0,3,1,4,A
돌나물무침,생채·무침류,44,1.2,4.22,0.17,223.0,1.4,0,1,0,1,1,3,A
겨자채,생채·무침류,120,5.4,2.31,3.39,18.0,1.0,1,0,1,0,1,3,A
소고기전골_간편조리세트_평양식 어복쟁반,찌개 및 전골류,76,7.02,0.61,0.88,217.0,1.3,0,0,0,1,2,3,A
달걀 샐러드,생채·무침류,158,5.9,0.81,2.31,223.0,0.7,1,0,1,1,1,4,A
닭가슴살 샐러드_드레싱,생채·무침류,37,4.1,1.21,0.31,56.0,0.7,0,0,0,0,1,1,A
닭고기 샐러드,생채·무침류,109,8.6,1.08,0.99,359.0,0.9,0,0,0,2,1,3,A
닭고기냉채,생채·무침류,73,10.8,3.24,0.21,21.0,1.6,0,0,0,0,1,1,A
파래무침,생채·무침류,49,3.6,0.99,0.16,718.0,4.1,0,0,0,3,1,4,A
햄샐러드,생채·무침류,136,4.5,6.0,1.02,240.0,1.6,1,1,0,1,1,4,A
볶음밥_김치_돼지고기,밥류,121,3.2,0.8,0.37,85.0,1.3,1,0,0,0,2,3,A
파무침,생채·무침류,40,1.3,3.14,0.28,286.0,1.6,0,0,0,1,1,2,A
파래무침_파래_무,생채·무침류,23,1.07,2.62,0.07,220.0,1.2,0,0,0,1,1,2,A
감자샐러드,생채·무침류,161,2.7,3.11,1.56,308.0,2.3,1,0,1,1,1,4,A
김치찜_간편조리세트_돼지고기 김치찜,찜류,97,10.14,2.84,1.2,412.0,1.1,0,0,0,2,2,4,A
해물탕,찌개 및 전골류,45,6.63,0.13,0.13,341.0,1.0,0,0,0,2,2,4,A
해신탕,찌개 및 전골류,57,7.93,0.41,0.38,266.0,0.8,0,0,0,1,2,3,A
호박찌개,찌개 및 전골류,32,1.87,1.93,0.13,341.0,1.4,0,0,0,2,2,4,A
훠궈_소고기,찌개 및 전골류,93,4.81,1.13,0.97,390.0,1.8,0,0,0,2,2,4,A
소고기 덮밥,밥류,109,5.7,1.05,1.13,134.0,0.4,0,0,0,0,2,2,A
열무 비빔밥,밥류,89,2.3,0.61,0.43,112.0,0.9,0,0,0,0,2,2,A
임연수조림,조림류,91,9.9,2.6,0.73,222.0,0.6,0,0,0,1,2,3,A
얼갈이 나물,나물·숙채류,48,1.9,0.67,0.47,1483.0,2.7,0,0,0,3,1,4,A
오징어 덮밥,밥류,65,3.3,0.95,0.07,51.0,0.4,0,0,0,0,2,2,A
오징어 덮밥_채소,밥류,91,5.1,1.76,0.25,137.0,1.1,0,0,0,0,2,2,A
깻잎나물,나물·숙채류,47,2.8,0.65,0.32,335.0,3.4,0,0,0,2,1,3,A
고구마줄기나물_들깨,나물·숙채류,39,1.5,0.21,0.2,129.0,2.4,0,0,0,0,1,1,A
호박나물,나물·숙채류,54,1.1,2.42,0.52,368.0,2.1,0,0,0,2,1,3,A
오이나물,나물·숙채류,73,1.3,1.04,0.96,313.0,0.7,0,0,0,1,1,2,A
콩나물 느타리무침,생채·무침류,45,3.0,0.58,0.44,175.0,2.0,0,0,0,0,1,1,A
오징어국,국 및 탕류,25,3.71,0.49,0.09,229.0,0.5,0,0,0,1,2,3,A
홍합 무국,국 및 탕류,23,2.5,0.32,0.15,283.0,0.2,0,0,0,1,2,3,A
삼각김밥_참치마요네즈,밥류,172,3.94,0.02,0.6,282.0,1.2,1,0,0,1,2,4,A
회덮밥,밥류,137,6.04,2.19,0.58,149.0,1.6,1,0,0,0,2,3,A
콩밥_강낭콩,밥류,173,4.38,0.1,0.14,25.0,1.3,1,0,0,0,2,3,A
오곡밥,밥류,156,4.78,0.07,0.17,46.0,2.5,1,0,0,0,2,3,A
된장찌개_호박,찌개 및 전골류,38,3.7,0.84,0.18,210.0,1.4,0,0,0,1,2,3,A
잡탕밥,밥류,104,5.88,0.06,0.54,281.0,1.8,0,0,0,1,2,3,A
주먹밥_멸치,밥류,208,6.0,0.6,0.73,331.0,2.3,1,0,0,1,2,4,A
초밥_광어,밥류,151,9.02,2.57,0.35,270.0,0.8,1,0,0,1,2,4,A
초밥_모듬,밥류,154,8.47,2.88,0.5,323.0,0.8,1,0,0,1,2,4,A
김밥_고추,밥류,94,3.2,0.65,0.37,152.0,1.3,0,0,0,0,2,2,A
초밥_연어,밥류,207,11.2,3.62,1.23,278.0,0.0,1,0,0,1,2,4,A
초밥_유부초밥,밥류,165,4.32,2.11,0.45,255.0,1.9,1,0,0,1,2,4,A
덮밥_송이버섯,밥류,97,3.04,0.38,0.46,280.0,2.3,0,0,0,1,2,3,A
덮밥_유산슬,밥류,105,4.9,0.08,0.62,287.0,1.9,0,0,0,1,2,3,A
덮밥_장어,밥류,179,7.52,1.4,1.29,230.0,2.6,1,0,0,1,2,4,A
덮밥_참치,밥류,136,5.84,0.6,0.68,324.0,1.6,1,0,0,1,2,4,A
쌀밥,밥류,166,3.36,0.02,0.1,0.0,0.1,1,0,0,0,2,3,A
김밥_채소,밥류,102,3.5,0.59,0.38,153.0,1.1,0,0,0,0,2,2,A
우럭회덮밥_양념장,밥류,67,3.49,1.55,0.14,64.0,0.8,0,0,0,0,2,2,A
마늘쫑볶음_건새우,볶음류,53,2.67,2.01,0.39,287.0,1.3,0,0,0,1,3,4,A
계란 덮밥,밥류,143,4.31,3.07,0.61,223.0,0.8,1,0,0,1,2,4,A
곤드레나물밥,밥류,149,2.94,0.0,0.26,26.0,2.9,1,0,0,0,2,3,A
국밥,밥류,52,3.45,0.05,0.34,288.0,1.3,0,0,0,1,2,3,A
국밥_굴,밥류,105,6.52,0.05,0.6,252.0,0.9,0,0,0,1,2,3,A
새송이버섯볶음_새송이버섯_채소,볶음류,32,1.44,0.97,0.29,163.0,1.6,0,0,0,0,3,3,A
국밥_돼지고기,밥류,76,5.53,0.0,0.7,91.0,1.0,0,0,0,0,2,2,A
국밥_소고기,밥류,47,3.11,0.4,0.33,255.0,1.1,0,0,0,1,2,3,A
귀리밥,밥류,162,3.9,0.09,0.16,0.0,1.6,1,0,0,0,2,3,A
잡곡밥_보리,밥류,137,3.1,0.28,0.15,1.0,1.5,1,0,0,0,2,3,A
잡곡밥,밥류,131,3.1,0.31,0.16,1.0,1.4,1,0,0,0,2,3,A
율무밥,밥류,118,2.2,0.01,0.05,2.0,0.3,1,0,0,0,2,3,A
누룽지_뜨거운물첨가,밥류,69,1.32,1.15,0.04,13.0,0.5,0,0,0,0,2,2,A
볶음밥_김치,밥류,167,4.18,1.63,1.36,320.0,1.5,1,0,0,1,2,4,A
묵밥,밥류,68,1.56,1.59,0.16,218.0,1.0,0,0,0,1,2,3,A
순대볶음,볶음류,89,2.89,2.57,1.46,259.0,2.5,0,0,0,1,3,4,A
덮밥_해물,밥류,110,6.01,0.17,0.77,258.0,1.6,0,0,0,1,2,3,A
순대볶음_떡,볶음류,92,2.74,2.29,1.21,216.0,2.2,0,0,0,1,3,4,A
유채무침,생채·무침류,60,3.4,6.2,0.12,227.0,3.0,0,1,0,1,1,3,A
누룽지,밥류,87,1.5,0.24,0.02,1.0,1.0,0,0,0,0,2,2,A
임연수구이,구이류,81,8.0,0.0,0.89,318.0,0.0,0,0,0,1,3,4,A
카레라이스_채소,밥류,95,2.09,1.82,0.5,94.0,1.2,0,0,0,0,2,2,A
콩나물 국밥,밥류,59,2.6,0.22,0.22,57.0,0.7,0,0,0,0,2,2,A
순대볶음_채소,볶음류,89,1.8,2.52,0.64,312.0,1.3,0,0,0,1,3,4,A
콩나물밥_돼지고기,밥류,91,3.3,0.21,0.21,89.0,0.7,0,0,0,0,2,2,A
오므라이스,밥류,117,3.64,2.5,0.75,211.0,0.8,1,0,0,1,2,4,A
오곡밥,밥류,144,3.4,0.25,0.14,123.0,1.5,1,0,0,0,2,3,A
영양돌솥밥,밥류,119,2.43,0.58,0.08,2.0,0.9,1,0,0,0,2,3,A
느타리버섯볶음_느타리버섯_채소,볶음류,40,1.78,1.38,0.4,213.0,2.1,0,0,0,1,3,4,A
알밥,밥류,86,2.3,0.47,0.29,151.0,0.8,0,0,0,0,2,2,A
수수밥,밥류,122,2.4,0.17,0.1,1.0,0.9,1,0,0,0,2,3,A
삼각김밥,밥류,185,4.8,0.24,0.67,179.0,1.2,1,0,0,0,2,3,A
비빔밥_참치_양념장,밥류,100,4.82,1.72,0.35,192.0,1.1,0,0,0,1,2,3,A
비빔밥_묵_양념장,밥류,96,3.09,1.44,0.42,265.0,1.3,0,0,0,1,2,3,A
비빔밥,밥류,133,4.5,1.1,1.34,134.0,1.1,1,0,0,0,2,3,A
돌솥 비빔밥,밥류,101,3.4,1.05,0.42,93.0,1.2,0,0,0,0,2,2,A
넙치(광어)회덮밥_양념장,밥류,77,4.27,1.92,0.16,85.0,0.8,0,0,0,0,2,2,A
조기구이,구이류,90,7.4,0.0,1.08,269.0,0.0,0,0,0,1,3,4,A
잡탕밥,밥류,115,5.5,0.27,0.37,88.0,0.8,1,0,0,0,2,3,A
콩나물 국밥,밥류,60,2.66,0.42,0.2,58.0,0.8,0,0,0,0,2,2,A
카레라이스_소고기,밥류,113,2.7,0.88,0.79,298.0,0.8,1,0,0,1,2,4,A
카레라이스_돼지고기,밥류,90,2.8,1.3,0.59,76.0,0.9,0,0,0,0,2,2,A
충무김밥,밥류,128,3.5,0.87,0.39,186.0,1.5,1,0,0,1,2,4,A
애호박전,전·적 및 부침류,87,2.2,0.98,1.01,98.0,1.0,0,0,0,0,3,3,A
참치회덮밥_양념장,밥류,76,4.73,1.65,0.19,88.0,0.7,0,0,0,0,2,2,A
참치덮밥,밥류,108,5.8,2.05,0.28,341.0,1.2,0,0,0,2,2,4,A
차조밥,밥류,120,2.3,0.17,0.1,1.0,0.8,1,0,0,0,2,3,A
짬뽕밥,밥류,48,2.2,0.56,0.21,89.0,0.6,0,0,0,0,2,2,A
해물파전,전·적 및 부침류,142,10.4,0.95,0.89,94.0,1.0,1,0,0,0,3,4,A
김밥_샐러리,밥류,130,2.8,0.88,0.7,255.0,1.1,1,0,0,1,2,4,A
짜장밥,밥류,93,2.85,2.14,0.43,180.0,1.1,0,0,0,0,2,2,A
주먹밥_참치,밥류,131,4.74,0.63,0.38,150.0,0.8,1,0,0,0,2,3,A
주먹밥_배추김치,밥류,106,2.39,0.79,0.19,144.0,1.2,0,0,0,0,2,2,A
주먹밥,밥류,135,2.3,0.88,0.36,105.0,0.7,1,0,0,0,2,3,A
잡곡밥_보리_흑미,밥류,135,3.0,0.27,0.14,1.0,1.3,1,0,0,0,2,3,A
잡곡밥_서리태,밥류,134,3.4,0.35,0.17,1.0,1.5,1,0,0,0,2,3,A
비빔밥_약초,밥류,128,2.98,0.73,0.6,243.0,2.7,1,0,0,1,2,4,A
볶음밥_계란,밥류,164,5.8,0.22,0.91,111.0,1.6,1,0,0,0,2,3,A
열무 비빔밥,밥류,84,2.5,0.61,0.17,112.0,0.9,0,0,0,0,2,2,A
부추잡채,볶음류,108,7.9,0.63,1.35,290.0,1.2,0,0,0,1,3,4,A
볶음밥_김치_돼지고기,밥류,110,3.4,0.53,0.4,85.0,1.0,0,0,0,0,2,2,A
양송이 덮밥,밥류,93,1.9,1.27,0.12,46.0,0.7,0,0,0,0,2,2,A
모듬 김밥,밥류,113,4.2,0.7,0.69,184.0,1.3,1,0,0,1,2,4,A
김밥_치즈,밥류,122,4.6,0.6,1.27,221.0,1.2,1,0,0,1,2,4,A
샐러드_과카몰리치킨 샐러드,생채·무침류,94,4.15,1.38,0.88,180.0,,0,0,0,0,1,1,A
낙지 덮밥,밥류,92,4.5,1.76,0.21,187.0,1.2,0,0,0,1,2,3,A
달걀찜_당근,찜류,69,6.24,0.52,1.27,252.0,0.2,0,0,0,1,2,3,A
닭찜,찜류,134,10.3,2.97,1.46,315.0,1.1,1,0,0,1,2,4,A
닭찜_간장,찜류,111,8.97,1.29,1.28,191.0,0.6,0,0,0,1,2,3,A
달걀_삶은것,수·조·어·육류,150,12.8,0.62,3.02,127.0,0.0,1,0,1,0,2,4,A
닭찜_매운양념,찜류,106,9.16,1.66,1.28,234.0,1.1,0,0,0,1,2,3,A
돌솥 비빔밥_양념장,밥류,86,2.81,1.23,0.49,116.0,1.0,0,0,0,0,2,2,A
대구찜,찜류,57,8.3,1.02,0.18,170.0,1.4,0,0,0,0,2,2,A
브로콜리 버섯볶음,볶음류,24,1.3,0.59,0.2,140.0,1.2,0,0,0,0,3,3,A
묵밥,밥류,70,2.6,0.43,0.2,93.0,1.1,0,0,0,0,2,2,A
김밥_참치,밥류,128,5.3,0.57,0.64,175.0,1.1,1,0,0,0,2,3,A
버섯 덮밥,밥류,101,2.6,0.54,0.64,63.0,0.9,0,0,0,0,2,2,A
보리밥,밥류,117,2.6,0.16,0.12,1.0,1.9,1,0,0,0,2,3,A
콘치즈구이,구이류,105,2.3,2.87,2.1,151.0,0.9,0,0,1,0,3,4,A
샐러드_콥샐러드,생채·무침류,120,6.93,1.46,2.55,277.0,,1,0,1,1,1,4,A
무밥,밥류,177,3.7,0.79,0.21,198.0,1.3,1,0,0,1,2,4,A
볶음밥_배추김치_참치,밥류,105,5.11,1.13,0.53,192.0,1.0,0,0,0,1,2,3,A
함박스테이크,구이류,155,17.5,2.89,1.44,175.0,0.9,1,0,0,0,3,4,A
샐러드_치킨콥 샐러드,생채·무침류,124,5.8,3.6,1.3,286.0,,1,0,0,1,1,3,A
볶음밥_돼지고기,밥류,113,3.8,0.75,0.53,140.0,0.7,1,0,0,0,2,3,A
소고기 국밥,밥류,66,2.3,0.41,0.2,124.0,0.5,0,0,0,0,2,2,A
비빔 잡곡밥,밥류,138,3.6,0.68,0.44,93.0,2.1,1,0,0,0,2,3,A
샐러드_오렌지 그릴치킨 샐러드,생채·무침류,71,5.29,3.24,0.56,200.0,,0,0,0,1,1,2,A
샐러드_시저치킨 샐러드,생채·무침류,126,15.0,2.2,2.5,322.0,,1,0,1,1,1,4,A
샐러드_스파이시쉬림프 샐러드,생채·무침류,109,7.35,1.28,1.25,160.0,,0,0,0,0,1,1,A
샐러드_샐러드,생채·무침류,15,1.0,0.0,0.0,12.0,,0,0,0,0,1,1,A
샐러드_멕시칸치킨 샐러드,생채·무침류,134,8.92,0.96,1.59,264.0,,1,0,1,1,1,4,A
동태찜,찜류,50,7.6,0.86,0.14,206.0,1.1,0,0,0,1,2,3,A
김치 볶음밥_모듬,밥류,130,3.8,1.01,0.59,152.0,1.7,1,0,0,0,2,3,A
굴밥,밥류,122,4.3,0.66,0.36,126.0,1.0,1,0,0,0,2,3,A
동태찌개,찌개 및 전골류,44,5.5,1.47,0.12,221.0,1.1,0,0,0,1,2,3,A
샐러드_쉬림프에그 샐러드,생채·무침류,83,6.92,4.4,1.07,302.0,,0,1,0,1,1,3,A
장어매운탕,찌개 및 전골류,57,5.7,1.49,0.49,219.0,1.2,0,0,0,1,2,3,A
조기찌개,찌개 및 전골류,23,2.4,0.59,0.16,94.0,0.7,0,0,0,0,2,2,A
참치찌개,찌개 및 전골류,42,5.4,1.28,0.1,306.0,0.8,0,0,0,1,2,3,A
김치찜_돼지고기,찜류,63,4.8,1.17,0.84,221.0,1.8,0,0,0,1,2,3,A
