식품명,식품대분류명,에너지(kcal),단백질(g),당류(g),포화지방산(g),나트륨(mg),식이섬유(g),score_energy,score_sugar,score_satfat,score_sodium,food_group_score,kfni_total_score,kfni_grade
샐러드_과일리코타 샐러드,생채·무침류,111,3.2,8.4,2.8,119.0,,0,2,1,0,1,4,A
김치찜_돼지고기_두부,찜류,44,3.8,1.13,0.55,258.0,1.7,0,0,0,1,2,3,A
깻잎찜,찜류,30,1.7,1.36,0.15,277.0,1.7,0,0,0,1,2,3,A
잡곡밥_현미,밥류,132,2.9,0.15,0.11,3.0,1.1,1,0,0,0,2,3,A
떡볶이_간장,볶음류,107,3.26,2.1,0.43,264.0,0.8,0,0,0,1,3,4,A
잡채밥,밥류,113,3.1,0.61,0.4,81.0,0.7,1,0,0,0,2,3,A
김밥_참치_김치,밥류,125,5.4,0.77,1.32,188.0,1.2,1,0,0,1,2,4,A
김밥_참치_고추,밥류,119,4.4,0.5,0.68,136.0,1.3,1,0,0,0,2,3,A
볶음밥_해물,밥류,176,6.28,0.31,1.35,269.0,2.9,1,0,0,1,2,4,A
비빔밥,밥류,142,4.47,3.04,0.82,317.0,1.4,1,0,0,1,2,4,A
볶음밥_소고기,밥류,114,2.5,0.62,0.82,102.0,0.9,1,0,0,0,2,3,A
어묵 매운탕,찌개 및 전골류,39,2.7,1.57,0.16,204.0,0.8,0,0,0,1,2,3,A
닭고기 덮밥,밥류,89,4.3,0.45,0.09,67.0,0.6,0,0,0,0,2,2,A
껍질콩볶음_맛살,볶음류,98,3.3,2.53,0.78,207.0,1.2,0,0,0,1,3,4,A
돼지고기찌개,찌개 및 전골류,57,4.1,0.66,1.18,154.0,0.7,0,0,0,0,2,2,A
된장찌개_바지락,찌개 및 전골류,45,3.7,0.84,0.2,272.0,1.9,0,0,0,1,2,3,A
된장찌개_소고기,찌개 및 전골류,44,2.7,1.14,0.41,443.0,1.6,0,0,0,2,2,4,A
된장찌개_우렁,찌개 및 전골류,41,4.0,0.77,0.21,342.0,1.7,0,0,0,2,2,4,A
된장찌개_모듬채소,찌개 및 전골류,37,2.6,0.97,0.16,372.0,1.8,0,0,0,2,2,4,A
굴 국밥,밥류,63,1.6,0.46,0.07,144.0,0.5,0,0,0,0,2,2,A
꽈리고추찜,찜류,36,1.3,0.89,0.11,155.0,1.3,0,0,0,0,2,2,A
오리 간장불고기,구이류,98,12.6,2.93,0.76,313.0,0.6,0,0,0,1,3,4,A
샐러드_그릴드 치킨 샐러드,생채·무침류,99,6.4,4.93,0.84,315.0,,0,1,0,1,1,3,A
낙지 비빔밥,밥류,88,4.3,1.25,0.24,176.0,1.0,0,0,0,0,2,2,A
샐러드_그릴드치킨 샐러드,생채·무침류,60,7.25,0.97,0.48,159.0,,0,0,0,0,1,1,A
샐러드_두부포케 샐러드,생채·무침류,102,3.52,5.53,0.55,111.0,,0,1,0,0,1,2,A
돼지머리국밥,밥류,72,2.1,0.41,0.41,143.0,0.5,0,0,0,0,2,2,A
볶음밥_새우,밥류,105,4.86,0.95,0.57,143.0,0.7,0,0,0,0,2,2,A
볶음밥_맛살,밥류,134,3.5,1.04,0.42,243.0,0.9,1,0,0,1,2,4,A
요구르트(액상)_그래놀라 요거트,유제품류 및 빙과류,61,1.3,2.95,0.25,16.0,,0,0,0,0,4,4,A
볶음밥_해물,밥류,106,5.32,1.08,0.54,140.0,0.7,0,0,0,0,2,2,A
잡곡밥_보리_흑미,밥류,135,3.0,0.27,0.14,1.0,1.3,1,0,0,0,2,3,A
잡곡밥_현미,밥류,133,3.0,0.29,0.15,2.0,1.4,1,0,0,0,2,3,A
잡채밥,밥류,107,2.8,1.4,0.27,69.0,0.7,0,0,0,0,2,2,A
주먹밥,밥류,135,2.3,0.88,0.36,105.0,0.7,1,0,0,0,2,3,A
짜장밥,밥류,139,3.74,1.73,0.4,263.0,1.3,1,0,0,1,2,4,A
짬뽕밥,밥류,110,4.5,0.47,0.39,25.0,0.6,0,0,0,0,2,2,A
차조밥,밥류,119,2.19,0.03,0.06,2.0,0.5,1,0,0,0,2,3,A
카레라이스_돼지고기,밥류,100,2.64,0.94,0.48,97.0,0.7,0,0,0,0,2,2,A
카레라이스_돼지고기_모듬채소,밥류,99,2.7,1.11,0.37,25.0,0.7,0,0,0,0,2,2,A
콩나물 국밥,밥류,60,2.6,0.42,0.2,58.0,0.8,0,0,0,0,2,2,A
콩나물밥_소고기,밥류,131,3.9,0.34,0.29,112.0,1.0,1,0,0,0,2,3,A
콩나물밥_양념장,밥류,110,3.17,0.31,0.2,115.0,0.8,0,0,0,0,2,2,A
하이라이스,밥류,111,2.7,0.87,0.25,63.0,0.8,0,0,0,0,2,2,A
현미밥,밥류,121,2.3,0.18,0.1,1.0,0.7,1,0,0,0,2,3,A
잡채_돼지고기,볶음류,93,3.02,2.13,0.45,216.0,1.0,0,0,0,1,3,4,A
잡채_소고기,볶음류,106,2.84,2.33,0.71,249.0,1.2,0,0,0,1,3,4,A
잡곡밥_서리태,밥류,134,3.4,0.35,0.17,1.0,1.5,1,0,0,0,2,3,A
채소밥,밥류,115,2.6,0.36,0.18,135.0,0.9,1,0,0,0,2,3,A
닭고기 미역국,국 및 탕류,21,3.2,0.01,0.18,191.0,0.5,0,0,0,1,2,3,A
팥밥,밥류,119,2.6,0.16,0.1,4.0,1.0,1,0,0,0,2,3,A
굴국_두부,국 및 탕류,18,2.0,0.14,0.11,233.0,0.3,0,0,0,1,2,3,A
강낭콩밥,밥류,111,2.2,0.01,0.05,2.0,0.8,0,0,0,0,2,2,A
제육볶음,볶음류,103,10.2,2.5,1.43,235.0,0.8,0,0,0,1,3,4,A
잡곡밥_보리,밥류,137,3.1,0.28,0.15,1.0,1.5,1,0,0,0,2,3,A
폭찹,볶음류,124,12.2,3.49,1.3,164.0,0.8,1,0,0,0,3,4,A
잡곡밥,밥류,109,2.2,0.16,0.1,1.0,0.9,0,0,0,0,2,2,A
율무밥,밥류,118,2.2,0.01,0.05,2.0,0.3,1,0,0,0,2,3,A
콩나물잡채,볶음류,43,2.2,1.97,0.39,121.0,1.0,0,0,0,0,3,3,A
떡국_달걀,면 및 만두류,43,1.19,0.13,0.13,168.0,0.2,0,0,0,0,4,4,A
우엉볶음,볶음류,65,1.7,1.11,0.56,185.0,2.0,0,0,0,1,3,4,A
김치국,국 및 탕류,14,0.9,0.7,0.07,277.0,1.0,0,0,0,1,2,3,A
떡국_달걀,면 및 만두류,85,2.1,0.15,0.2,178.0,0.3,0,0,0,0,4,4,A
떡만두국_고기만두,면 및 만두류,90,3.4,0.24,0.6,169.0,1.2,0,0,0,0,4,4,A
라면,면 및 만두류,79,1.5,0.01,1.18,58.0,0.7,0,0,0,0,4,4,A
혼합잡곡밥,밥류,118,2.3,0.07,0.06,2.0,0.7,1,0,0,0,2,3,A
양념두부,볶음류,68,6.2,0.09,0.51,105.0,2.0,0,0,0,0,3,3,A
유부 초밥,밥류,199,5.8,2.26,1.07,134.0,0.9,1,0,0,0,2,3,A
완두콩밥,밥류,157,3.2,0.2,0.13,1.0,1.2,1,0,0,0,2,3,A
칼국수_바지락,면 및 만두류,47,2.1,0.32,0.15,74.0,0.8,0,0,0,0,4,4,A
연근조림,조림류,76,1.32,3.73,0.15,277.0,1.5,0,1,0,1,2,4,A
장어 덮밥,밥류,95,3.5,0.42,0.48,80.0,0.4,0,0,0,0,2,2,A
육회비빔밥,밥류,115,3.9,0.71,0.65,77.0,0.9,1,0,0,0,2,3,A
유부 초밥,밥류,199,5.8,2.2,1.11,134.0,0.9,1,0,0,0,2,3,A
김치만두,면 및 만두류,28,1.8,0.11,0.16,177.0,0.4,0,0,0,0,4,4,A
완두콩밥,밥류,114,2.2,0.14,0.09,1.0,0.7,1,0,0,0,2,3,A
옥수수밥,밥류,113,2.1,0.25,0.09,4.0,0.6,1,0,0,0,2,3,A
만두탕수,면 및 만두류,85,2.9,1.65,0.91,96.0,1.9,0,0,0,0,4,4,A
오징어 덮밥_채소,밥류,91,5.1,1.76,0.25,137.0,1.1,0,0,0,0,2,2,A
라면_달걀,면 및 만두류,95,2.6,0.08,1.45,72.0,0.8,0,0,0,0,4,4,A
라면_김치,면 및 만두류,85,2.1,0.3,1.25,109.0,1.0,0,0,0,0,4,4,A
부추잡채,볶음류,75,4.9,2.71,0.82,177.0,1.1,0,0,0,0,3,3,A
숙주나물_숙주,나물·숙채류,21,1.23,0.01,0.2,176.0,1.1,0,0,0,0,1,1,A
비름나물_간장,나물·숙채류,24,1.7,0.22,0.17,190.0,2.1,0,0,0,1,1,2,A
비름나물,나물·숙채류,28,1.9,0.89,0.16,154.0,2.3,0,0,0,0,1,1,A
장어 초밥,밥류,95,3.5,0.42,0.48,80.0,0.4,0,0,0,0,2,2,A
팥밥,밥류,140,3.2,0.19,0.11,1.0,1.3,1,0,0,0,2,3,A
브로콜리 버섯볶음,볶음류,24,1.3,0.59,0.2,140.0,1.2,0,0,0,0,3,3,A
달걀국,국 및 탕류,19,1.67,0.19,0.31,205.0,0.2,0,0,0,1,2,3,A
김치국_김치,국 및 탕류,12,0.67,0.91,0.03,323.0,1.3,0,0,0,1,2,3,A
닭도리탕,조림류,49,5.0,1.15,0.19,84.0,0.6,0,0,0,0,2,2,A
닭조림,조림류,111,10.5,2.5,0.94,214.0,1.0,0,0,0,1,2,3,A
김치국_김치_두부,국 및 탕류,18,1.52,0.59,0.09,213.0,1.1,0,0,0,1,2,3,A
두부조림,조림류,133,9.39,1.7,1.04,279.0,3.2,1,0,0,1,2,4,A
김치국_콩나물,국 및 탕류,8,0.6,0.34,0.03,113.0,0.6,0,0,0,0,2,2,A
닭고기육개장,국 및 탕류,28,2.64,0.4,0.33,141.0,0.7,0,0,0,0,2,2,A
칼국수_소고기,면 및 만두류,59,2.0,0.37,0.47,105.0,0.7,0,0,0,0,4,4,A
닭곰탕,국 및 탕류,48,4.3,0.32,0.5,238.0,0.2,0,0,0,1,2,3,A
김치 된장국,국 및 탕류,15,1.1,0.71,0.06,239.0,1.1,0,0,0,1,2,3,A
짬뽕,면 및 만두류,61,2.8,0.47,0.19,125.0,0.9,0,0,0,0,4,4,A
혼합잡곡밥,밥류,118,2.3,0.07,0.06,2.0,0.7,1,0,0,0,2,3,A
해물 덮밥,밥류,78,3.8,0.69,0.1,68.0,0.6,0,0,0,0,2,2,A
칼국수_닭고기,면 및 만두류,53,4.1,0.17,0.11,71.0,0.6,0,0,0,0,4,4,A
고등어조림_무,조림류,94,8.4,2.02,1.09,310.0,1.1,0,0,0,1,2,3,A
냉이 된장국,국 및 탕류,20,2.1,0.57,0.09,272.0,1.3,0,0,0,1,2,3,A
볶음밥_채소,밥류,115,2.9,0.76,0.36,107.0,1.2,1,0,0,0,2,3,A
된장국_유부,국 및 탕류,25,1.76,0.34,0.21,209.0,0.7,0,0,0,1,2,3,A
완자조림,조림류,171,13.9,2.52,1.38,224.0,1.6,1,0,0,1,2,4,A
된장국_아욱,국 및 탕류,19,1.51,0.4,0.07,291.0,1.5,0,0,0,1,2,3,A
새우조림,조림류,62,7.6,0.53,1.02,343.0,0.4,0,0,0,2,2,4,A
된장국_시래기,국 및 탕류,13,0.92,0.33,0.05,242.0,1.2,0,0,0,1,2,3,A
미역국,국 및 탕류,10,0.8,0.0,0.1,381.0,0.7,0,0,0,2,2,4,A
코다리조림,조림류,68,10.1,1.1,0.17,308.0,0.5,0,0,0,1,2,3,A
미역국_북어,국 및 탕류,11,1.8,0.02,0.04,279.0,0.6,0,0,0,1,2,3,A
코다리조림_무,조림류,38,5.5,0.76,0.1,144.0,0.4,0,0,0,0,2,2,A
곤약조림,조림류,43,1.1,2.05,0.31,336.0,3.0,0,0,0,2,2,4,A
닭다리조림,조림류,179,14.0,3.22,2.67,153.0,1.6,1,0,1,0,2,4,A
김치 콩나물국,국 및 탕류,10,1.2,0.38,0.05,181.0,0.7,0,0,0,0,2,2,A
대합죽,죽 및 스프류,136,3.2,0.1,0.53,199.0,0.3,1,0,0,1,2,4,A
땅콩죽,죽 및 스프류,146,3.9,0.37,0.63,189.0,1.0,1,0,0,1,2,4,A
잡곡죽,죽 및 스프류,81,3.5,0.48,0.21,118.0,2.4,0,0,0,0,2,2,A
홍합 소고기죽,죽 및 스프류,130,6.2,0.7,0.95,127.0,0.8,1,0,0,0,2,3,A
된장국_얼갈이배추,국 및 탕류,11,0.87,0.39,0.05,218.0,0.9,0,0,0,1,2,3,A
고등어조림_배추김치,조림류,104,7.92,2.47,1.19,335.0,1.5,0,0,0,2,2,4,A
숙주나물,나물·숙채류,26,1.7,0.15,0.22,354.0,1.5,0,0,0,2,1,3,A
들깨국,국 및 탕류,15,0.63,0.45,0.07,170.0,0.6,0,0,0,0,2,2,A
떡볶이_소고기,볶음류,87,2.0,2.62,0.63,252.0,0.8,0,0,0,1,3,4,A
볶음밥_참치,밥류,120,6.58,1.25,0.49,221.0,0.8,1,0,0,1,2,4,A
떡볶이_양배추,볶음류,60,1.3,2.09,0.08,201.0,0.8,0,0,0,1,3,4,A
라볶이,볶음류,108,1.9,1.04,1.2,150.0,1.0,0,0,0,0,3,3,A
현미밥,밥류,120,2.3,0.18,0.1,1.0,0.7,1,0,0,0,2,3,A
검정콩밥,밥류,136,3.3,0.35,0.17,1.0,1.2,1,0,0,0,2,3,A
브로콜리 두부무침,생채·무침류,35,2.0,2.31,0.12,167.0,1.7,0,0,0,0,1,1,A
두부찌개_바지락,찌개 및 전골류,34,3.3,1.05,0.17,206.0,1.0,0,0,0,1,2,3,A
무국,국 및 탕류,7,0.26,0.39,0.03,177.0,0.4,0,0,0,0,2,2,A
미소된장국,국 및 탕류,21,1.58,0.36,0.13,302.0,1.1,0,0,0,1,2,3,A
오징어조림,조림류,66,8.3,1.88,0.2,293.0,0.7,0,0,0,1,2,3,A
무국_어묵,국 및 탕류,22,1.9,0.84,0.09,235.0,0.4,0,0,0,1,2,3,A
무국_소고기_콩나물,국 및 탕류,36,2.9,0.72,0.55,164.0,0.8,0,0,0,0,2,2,A
무국_소고기,국 및 탕류,39,2.6,0.51,0.66,256.0,0.4,0,0,0,1,2,3,A
무국_들깨,국 및 탕류,15,0.6,0.44,0.07,170.0,0.6,0,0,0,0,2,2,A
흰죽,죽 및 스프류,64,1.2,0.09,0.07,130.0,0.3,0,0,0,0,2,2,A
감자조림,조림류,92,1.8,2.25,0.38,233.0,1.8,0,0,0,1,2,3,A
갈비탕,국 및 탕류,75,4.4,0.17,1.77,179.0,0.2,0,0,1,0,2,3,A
감자국,국 및 탕류,21,0.85,0.28,0.03,213.0,0.9,0,0,0,1,2,3,A
취나물_간장_소금,나물·숙채류,25,0.97,0.56,0.16,96.0,1.4,0,0,0,0,1,1,A
취나물_된장,나물·숙채류,29,1.36,1.08,0.14,147.0,1.9,0,0,0,0,1,1,A
취나물무침_간장,나물·숙채류,25,1.0,0.56,0.16,109.0,1.4,0,0,0,0,1,1,A
된장국_근대,국 및 탕류,12,0.93,0.31,0.05,236.0,0.9,0,0,0,1,2,3,A
콩나물무침_고춧가루,나물·숙채류,23,2.0,0.24,0.21,138.0,0.9,0,0,0,0,1,1,A
고디국(다슬기맑은국),국 및 탕류,17,1.4,0.23,0.07,96.0,0.9,0,0,0,0,2,2,A
가지나물,나물·숙채류,34,1.24,1.89,0.24,227.0,2.1,0,0,0,1,1,2,A
고구마줄기나물,나물·숙채류,60,0.8,0.09,0.72,1659.0,1.8,0,0,0,3,1,4,A
고구마줄기나물_고춧가루,나물·숙채류,27,1.2,0.55,0.12,157.0,2.3,0,0,0,0,1,1,A
고구마줄기나물_들깨,나물·숙채류,39,1.5,0.21,0.2,129.0,2.4,0,0,0,0,1,1,A
깻잎나물,나물·숙채류,33,2.1,0.04,0.2,244.0,2.5,0,0,0,1,1,2,A
깻잎나물_깻잎,나물·숙채류,33,2.12,0.04,0.2,224.0,2.5,0,0,0,1,1,2,A
미나리나물_고추장,나물·숙채류,25,1.2,2.44,0.09,121.0,2.1,0,0,0,0,1,1,A
굴 미역국,국 및 탕류,16,1.9,0.12,0.09,382.0,1.2,0,0,0,2,2,4,A
배추나물_된장,나물·숙채류,31,1.67,1.08,0.2,323.0,2.1,0,0,0,1,1,2,A
참나물,나물·숙채류,17,0.75,0.21,0.12,157.0,1.0,0,0,0,0,1,1,A
유채나물,나물·숙채류,50,4.4,0.8,0.33,472.0,3.8,0,0,0,3,1,4,A
열무나물_된장,나물·숙채류,36,2.18,0.86,0.27,294.0,1.5,0,0,0,1,1,2,A
숙주나물_숙주_채소,나물·숙채류,19,1.12,0.22,0.14,169.0,1.1,0,0,0,0,1,1,A
감자국_소고기,국 및 탕류,39,2.1,0.05,0.49,135.0,0.7,0,0,0,0,2,2,A
고등어조림,조림류,114,10.2,2.14,1.27,205.0,0.8,1,0,0,1,2,4,A
된장국_시금치,국 및 탕류,14,1.18,0.62,0.06,256.0,1.0,0,0,0,1,2,3,A
된장국_배추,국 및 탕류,17,1.33,0.85,0.08,251.0,1.1,0,0,0,1,2,3,A
된장국_두부,국 및 탕류,26,2.29,0.44,0.15,244.0,1.1,0,0,0,1,2,3,A
취나물무침,나물·숙채류,29,1.4,1.07,0.14,149.0,1.9,0,0,0,0,1,1,A
숙주나물_미나리,나물·숙채류,17,1.1,0.34,0.14,160.0,1.1,0,0,0,0,1,1,A
열무나물_간장,나물·숙채류,34,2.9,1.44,0.12,728.0,2.2,0,0,0,3,1,4,A
숙주미나리나물,나물·숙채류,17,1.07,0.34,0.14,158.0,1.1,0,0,0,0,1,1,A
시금치나물,나물·숙채류,27,1.6,0.84,0.19,203.0,1.6,0,0,0,1,1,2,A
시금치나물_간장,나물·숙채류,41,3.0,1.66,0.23,261.0,3.0,0,0,0,1,1,2,A
시금치나물_간장_소금,나물·숙채류,27,1.58,0.84,0.19,196.0,1.6,0,0,0,1,1,2,A
시금치나물_고추장,나물·숙채류,35,1.71,2.27,0.18,170.0,1.8,0,0,0,0,1,1,A
시래기나물,나물·숙채류,58,2.0,3.22,0.27,1041.0,3.8,0,0,0,3,1,4,A
홍합 미역국,국 및 탕류,9,1.1,0.02,0.05,253.0,0.4,0,0,0,1,2,3,A
호박 된장국,국 및 탕류,17,1.2,0.49,0.07,212.0,0.8,0,0,0,1,2,3,A
흑임자 죽,죽 및 스프류,106,2.2,0.15,0.53,130.0,1.1,0,0,0,0,2,2,A
된장국_아욱,국 및 탕류,16,1.18,0.42,0.06,250.0,1.2,0,0,0,1,2,3,A
닭다리구이,구이류,88,8.72,0.93,1.42,175.0,0.1,0,0,0,0,3,3,A
김치전_해물,전·적 및 부침류,68,2.9,0.69,0.43,178.0,0.9,0,0,0,0,3,3,A
감자전,전·적 및 부침류,41,0.8,0.11,0.22,1.0,0.9,0,0,0,0,3,3,A
가지전,전·적 및 부침류,37,1.1,0.55,0.35,182.0,0.7,0,0,0,1,3,4,A
새송이버섯 구이,구이류,58,1.6,0.7,0.72,200.0,1.5,0,0,0,1,3,4,A
녹두전,전·적 및 부침류,92,5.0,0.18,0.72,23.0,3.2,0,0,0,0,3,3,A
호박전,전·적 및 부침류,126,3.5,1.94,1.25,155.0,1.9,1,0,0,0,3,4,A
해물파전,전·적 및 부침류,128,9.3,0.88,0.8,84.0,0.9,1,0,0,0,3,4,A
애호박전,전·적 및 부침류,126,3.5,1.94,1.25,155.0,1.9,1,0,0,0,3,4,A
스크램블드에그,전·적 및 부침류,88,6.24,0.7,1.5,182.0,0.3,0,0,0,1,3,4,A
고추잡채,볶음류,91,9.69,2.08,0.93,268.0,0.9,0,0,0,1,3,4,A
감자볶음_햄_채소,볶음류,47,2.6,0.44,0.36,162.0,0.9,0,0,0,0,3,3,A
감자볶음_감자_햄,볶음류,47,2.57,0.44,0.36,162.0,0.9,0,0,0,0,3,3,A
감자볶음_감자_베이컨,볶음류,53,1.86,0.43,0.62,139.0,0.9,0,0,0,0,3,3,A
감자볶음,볶음류,52,1.2,0.19,0.21,164.0,1.6,0,0,0,0,3,3,A
돼지불고기_간장,구이류,79,8.88,1.69,1.0,181.0,0.5,0,0,0,0,3,3,A
표고버섯볶음,볶음류,35,1.7,0.92,0.34,143.0,1.9,0,0,0,0,3,3,A
돼지고기볶음_돼지고기_채소,볶음류,104,11.45,3.12,1.21,234.0,1.0,0,0,0,1,3,4,A
땅콩죽,죽 및 스프류,147,3.9,0.48,0.64,163.0,1.2,1,0,0,0,2,3,A
전복탕,국 및 탕류,33,4.47,0.22,0.1,296.0,1.0,0,0,0,1,2,3,A
조개국_바지락,국 및 탕류,29,4.0,0.24,0.11,290.0,1.5,0,0,0,1,2,3,A
지리탕_대구,국 및 탕류,44,6.93,0.25,0.18,246.0,0.7,0,0,0,1,2,3,A
지리탕_복,국 및 탕류,39,6.95,0.23,0.07,225.0,0.9,0,0,0,1,2,3,A
초당순두부,국 및 탕류,58,5.46,0.1,0.42,134.0,1.2,0,0,0,0,2,2,A
브로콜리 두부무침,생채·무침류,35,2.0,2.31,0.12,167.0,1.7,0,0,0,0,1,1,A
양배추 겉절이,생채·무침류,46,2.0,3.89,0.21,434.0,2.9,0,1,0,2,1,4,A
해장국_뼈다귀,국 및 탕류,71,7.46,0.57,1.43,309.0,1.7,0,0,0,1,2,3,A
양배추 사과 샐러드,생채·무침류,136,0.8,7.29,1.53,73.0,1.9,1,1,1,0,1,4,A
해장국_선지,국 및 탕류,31,4.93,0.39,0.27,307.0,1.0,0,0,0,1,2,3,A
해장국_우거지,국 및 탕류,26,1.98,0.42,0.2,342.0,1.4,0,0,0,2,2,4,A
양배추부추무침,생채·무침류,41,2.2,4.11,0.11,374.0,3.8,0,1,0,2,1,4,A
홍합탕_홍합만,국 및 탕류,29,3.68,0.0,0.14,303.0,0.6,0,0,0,1,2,3,A
양배추오이  샐러드,생채·무침류,188,1.8,4.28,2.47,120.0,2.3,1,1,1,0,1,4,A
가지나물,나물·숙채류,25,1.06,1.84,0.14,218.0,2.0,0,0,0,1,1,2,A
오믈렛,전·적 및 부침류,88,6.3,0.72,1.5,183.0,0.3,0,0,0,1,3,4,A
돼지고기볶음_돼지고기_오징어,볶음류,94,9.21,2.42,1.31,205.0,0.8,0,0,0,1,3,4,A
순두부찌개_간편조리세트_짬뽕순두부찌개,찌개 및 전골류,51,3.82,0.7,0.44,422.0,0.9,0,0,0,2,2,4,A
돼지사태찜,찜류,109,10.8,2.09,1.13,220.0,0.7,0,0,0,1,2,3,A
콘치즈구이,구이류,105,2.3,2.87,2.1,151.0,0.9,0,0,1,0,3,4,A
오리불고기,구이류,81,9.62,2.63,0.54,196.0,1.0,0,0,0,1,3,4,A
돼지고기볶음_돼지고기_버섯,볶음류,99,11.07,2.73,1.18,257.0,0.8,0,0,0,1,3,4,A
돼지고기볶음_돼지고기_배추김치,볶음류,94,9.13,2.11,1.45,263.0,1.5,0,0,0,1,3,4,A
느타리버섯볶음_느타리버섯_채소,볶음류,37,1.62,1.34,0.35,184.0,1.9,0,0,0,1,3,4,A
고구마줄기나물,나물·숙채류,60,0.8,0.09,0.72,1659.0,1.8,0,0,0,3,1,4,A
고등어조림_배추김치,조림류,82,6.97,2.26,0.9,330.0,1.6,0,0,0,1,2,3,A
고등어조림_무,조림류,94,8.4,2.02,1.09,310.0,1.1,0,0,0,1,2,3,A
고등어조림,조림류,114,10.2,2.14,1.27,205.0,0.8,1,0,0,1,2,4,A
감자조림,조림류,75,1.8,2.17,0.22,282.0,1.9,0,0,0,1,2,3,A
완자조림,조림류,171,13.9,2.52,1.38,224.0,1.6,1,0,0,1,2,4,A
돼지등심 장조림,조림류,111,16.0,3.05,0.85,410.0,0.1,0,0,0,2,2,4,A
곤약조림,조림류,43,1.1,2.06,0.31,336.0,2.9,0,0,0,2,2,4,A
코다리조림_무,조림류,73,9.34,2.42,0.19,319.0,1.1,0,0,0,1,2,3,A
가지나물,나물·숙채류,64,2.6,2.95,0.46,584.0,4.0,0,0,0,3,1,4,A
코다리찜,찜류,46,6.0,0.84,0.14,149.0,0.9,0,0,0,0,2,2,A
소사태찜,찜류,137,12.6,2.9,1.25,246.0,1.7,1,0,0,1,2,4,A
돼지불고기_고추장,구이류,83,8.98,2.55,0.93,188.0,0.8,0,0,0,1,3,4,A
연두부찜,찜류,76,4.6,1.17,0.25,155.0,1.2,0,0,0,0,2,2,A
돼지불고기_버섯,구이류,82,8.8,1.68,1.11,181.0,0.5,0,0,0,0,3,3,A
삼치구이,구이류,77,8.96,0.0,0.63,159.0,0.1,0,0,0,0,3,3,A
두부 청국장찌개_김치,찌개 및 전골류,44,4.7,0.61,0.34,185.0,1.4,0,0,0,1,2,3,A
돼지고기찜,찜류,109,10.82,2.09,1.13,220.0,0.7,0,0,0,1,2,3,A
닭찜_매운양념,찜류,114,9.11,2.34,1.26,229.0,1.1,1,0,0,1,2,4,A
닭찜_간장,찜류,109,9.2,1.81,1.16,208.0,0.7,0,0,0,1,2,3,A
달걀찜_당근,찜류,69,6.12,0.62,1.25,218.0,0.2,0,0,0,1,2,3,A
김치찜_돼지고기,찜류,77,7.11,1.24,1.2,201.0,1.0,0,0,0,1,2,3,A
참치찌개,찌개 및 전골류,45,5.8,1.21,0.11,332.0,0.8,0,0,0,2,2,4,A
어묵 매운탕,찌개 및 전골류,40,2.8,1.57,0.16,235.0,0.8,0,0,0,1,2,3,A
버섯 매운탕,찌개 및 전골류,45,2.4,1.46,0.4,160.0,2.0,0,0,0,0,2,2,A
닭구이,구이류,110,10.59,1.22,1.49,243.0,0.2,0,0,0,1,3,4,A
소불고기_버섯,구이류,86,8.68,1.86,1.44,155.0,0.7,0,0,0,0,3,3,A
꼬치구이_닭고기,구이류,115,23.4,0.3,0.23,116.0,0.0,1,0,0,0,3,4,A
감자구이,구이류,81,1.5,1.45,1.32,227.0,2.0,0,0,0,1,3,4,A
부추 초무침,생채·무침류,23,1.1,1.76,0.13,187.0,1.9,0,0,0,1,1,2,A
올갱이국,국 및 탕류,24,2.28,0.27,0.13,336.0,1.0,0,0,0,2,2,4,A
오이냉국,국 및 탕류,19,0.5,3.48,0.02,328.0,0.3,0,0,0,1,2,3,A
알밥,밥류,86,2.4,0.74,0.23,169.0,0.9,0,0,0,0,2,2,A
두부전골,찌개 및 전골류,63,5.12,0.7,0.48,330.0,1.5,0,0,0,1,2,3,A
파무침,생채·무침류,38,1.6,1.04,0.31,82.0,1.7,0,0,0,0,1,1,A
미소된장국,국 및 탕류,25,1.87,0.47,0.13,345.0,0.5,0,0,0,2,2,4,A
카레소스,"장류, 양념류",66,2.78,2.66,0.71,175.0,1.4,0,0,0,0,4,4,A
미나리나물,나물·숙채류,59,2.03,0.0,0.5,301.0,3.5,0,0,0,1,1,2,A
된장국_시금치,국 및 탕류,21,1.69,0.64,0.09,351.0,0.6,0,0,0,2,2,4,A
된장국_무,국 및 탕류,23,1.36,1.31,0.07,387.0,1.3,0,0,0,2,2,4,A
된장국_감자,국 및 탕류,40,1.63,1.05,0.05,332.0,0.7,0,0,0,2,2,4,A
세발나물무침,나물·숙채류,78,3.01,3.67,0.59,701.0,4.1,0,0,0,3,1,4,A
우거지나물무침,나물·숙채류,86,3.0,1.0,0.67,515.0,5.8,0,0,0,3,1,4,A
곱창전골_소고기,찌개 및 전골류,88,6.93,0.38,1.38,297.0,2.2,0,0,0,1,2,3,A
고등어찌개,찌개 및 전골류,100,8.15,1.23,1.18,431.0,2.6,0,0,0,2,2,4,A
곱창전골_간편조리세트_소곱창순대전골,찌개 및 전골류,75,3.95,1.98,0.66,334.0,1.8,0,0,0,2,2,4,A
단무지무침,생채·무침류,40,1.0,1.4,0.2,858.0,3.2,0,0,0,3,1,4,A
오이소박이,김치류,39,2.7,2.71,0.1,1933.0,3.3,0,0,0,3,0,3,A
